ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
5965,4,5,excelente,18391,2022-10-19T00:00:00.000000Z
5966,2,1,regular,18004,2023-09-29T00:00:00.000000Z
5967,5,4,excelente,8799547,2021-01-12T00:00:00.000000Z
5968,3,3,muy bueno,17143,2021-11-04T00:00:00.000000Z
5969,4,5,excelente,52187,2021-11-27T00:00:00.000000Z
5970,3,4,muy bueno,17110,2022-12-01T00:00:00.000000Z
5971,2,3,aceptable,18449,2022-10-05T00:00:00.000000Z
5972,2,3,aceptable,16658,2022-01-21T00:00:00.000000Z
5973,2,2,aceptable,9187536,2021-11-20T00:00:00.000000Z
5974,1,2,regular,17215,2023-04-20T00:00:00.000000Z
5975,3,3,muy bueno,5199521,2021-01-24T00:00:00.000000Z
5976,1,1,deficiente,17949,2022-11-27T00:00:00.000000Z
5977,3,4,muy bueno,17724,2023-02-16T00:00:00.000000Z
5978,2,2,aceptable,17559,2023-03-26T00:00:00.000000Z
5979,1,1,deficiente,17255,2023-12-28T00:00:00.000000Z
5980,3,3,muy bueno,7245849,2023-03-19T00:00:00.000000Z
5981,5,5,excelente,18477,2021-11-27T00:00:00.000000Z
5982,1,2,regular,18203,2023-06-10T00:00:00.000000Z
5983,5,4,excelente,17537,2022-02-23T00:00:00.000000Z
5984,4,4,excelente,16954,2023-04-30T00:00:00.000000Z
5985,5,4,excelente,7180264,2023-11-19T00:00:00.000000Z
5986,2,2,aceptable,18190,2023-11-28T00:00:00.000000Z
5987,2,1,regular,17940,2021-06-22T00:00:00.000000Z
5988,2,3,aceptable,17399,2023-01-23T00:00:00.000000Z
5989,5,5,excelente,17593,2021-10-24T00:00:00.000000Z
5990,5,5,excelente,52085,2022-07-27T00:00:00.000000Z
5991,3,2,aceptable,18458,2022-02-10T00:00:00.000000Z
5992,2,1,regular,4988166,2022-12-06T00:00:00.000000Z
5993,5,4,excelente,52208,2022-12-16T00:00:00.000000Z
5994,5,5,excelente,6819620,2021-07-28T00:00:00.000000Z
5995,2,2,aceptable,3573208,2023-07-25T00:00:00.000000Z
5996,2,1,regular,18349,2023-09-25T00:00:00.000000Z
5997,1,1,deficiente,18594,2021-05-18T00:00:00.000000Z
5998,4,4,excelente,17690,2021-12-18T00:00:00.000000Z
5999,5,5,excelente,7837848,2023-03-15T00:00:00.000000Z
6000,4,3,muy bueno,16821,2021-12-21T00:00:00.000000Z
6001,5,5,excelente,18086,2023-05-31T00:00:00.000000Z
6002,2,2,aceptable,16840,2023-01-12T00:00:00.000000Z
6003,4,4,excelente,16866,2023-11-04T00:00:00.000000Z
6004,3,2,aceptable,5237127,2023-09-07T00:00:00.000000Z
6005,2,3,aceptable,8909085,2023-10-06T00:00:00.000000Z
6006,3,2,aceptable,18289,2022-02-25T00:00:00.000000Z
6007,4,4,excelente,17376,2021-10-26T00:00:00.000000Z
6008,4,5,excelente,18493,2022-08-04T00:00:00.000000Z
6009,2,2,aceptable,18576,2021-11-30T00:00:00.000000Z
6010,5,4,excelente,17901,2022-12-10T00:00:00.000000Z
6011,5,5,excelente,17427,2021-08-16T00:00:00.000000Z
6012,4,5,excelente,18379,2021-12-22T00:00:00.000000Z
6013,4,4,excelente,3611795,2021-11-11T00:00:00.000000Z
6014,5,5,excelente,18340,2023-03-24T00:00:00.000000Z
6015,3,2,aceptable,16994,2021-12-21T00:00:00.000000Z
6016,2,3,aceptable,5653851,2021-04-23T00:00:00.000000Z
6017,1,2,regular,6819612,2022-07-30T00:00:00.000000Z
6018,4,3,muy bueno,52202,2022-06-29T00:00:00.000000Z
6019,4,5,excelente,5240310,2023-11-08T00:00:00.000000Z
6020,3,3,muy bueno,17867,2022-12-21T00:00:00.000000Z
6021,5,5,excelente,16730,2023-01-14T00:00:00.000000Z
6022,4,3,muy bueno,18452,2021-12-22T00:00:00.000000Z
6023,5,4,excelente,17976,2021-10-01T00:00:00.000000Z
6024,4,3,muy bueno,18259,2023-02-25T00:00:00.000000Z
6025,1,2,regular,17748,2022-03-09T00:00:00.000000Z
6026,3,2,aceptable,17251,2023-03-24T00:00:00.000000Z
6027,4,4,excelente,16760,2021-05-01T00:00:00.000000Z
6028,5,5,excelente,461343,2021-09-04T00:00:00.000000Z
6029,5,5,excelente,3566373,2021-10-30T00:00:00.000000Z
6030,2,3,aceptable,18294,2021-01-14T00:00:00.000000Z
6031,4,5,excelente,17259,2022-12-08T00:00:00.000000Z
6032,2,2,aceptable,17334,2023-10-16T00:00:00.000000Z
6033,5,5,excelente,9046352,2022-09-29T00:00:00.000000Z
6034,4,3,muy bueno,7248141,2021-11-08T00:00:00.000000Z
6035,1,1,deficiente,17028,2022-12-17T00:00:00.000000Z
6036,2,2,aceptable,18212,2021-10-10T00:00:00.000000Z
6037,3,2,aceptable,17380,2023-11-01T00:00:00.000000Z
6038,1,1,deficiente,18466,2023-09-02T00:00:00.000000Z
6039,2,2,aceptable,18634,2022-04-02T00:00:00.000000Z
6040,2,2,aceptable,5240327,2021-05-16T00:00:00.000000Z
6041,5,5,excelente,18486,2023-12-01T00:00:00.000000Z
6042,3,3,muy bueno,17020,2023-04-21T00:00:00.000000Z
6043,1,1,deficiente,17196,2023-10-18T00:00:00.000000Z
6044,4,4,excelente,18475,2021-10-29T00:00:00.000000Z
6045,2,1,regular,18148,2022-09-14T00:00:00.000000Z
6046,5,5,excelente,5246189,2023-02-02T00:00:00.000000Z
6047,1,1,deficiente,17947,2021-12-30T00:00:00.000000Z
6048,3,4,muy bueno,5246193,2022-12-17T00:00:00.000000Z
6049,1,2,regular,17620,2023-07-09T00:00:00.000000Z
6050,5,5,excelente,17734,2023-11-01T00:00:00.000000Z
6051,5,5,excelente,3573053,2023-10-07T00:00:00.000000Z
6052,3,2,aceptable,17493,2023-10-06T00:00:00.000000Z
6053,4,3,muy bueno,16978,2022-05-16T00:00:00.000000Z
6054,5,5,excelente,5237134,2023-10-30T00:00:00.000000Z
6055,5,5,excelente,3566363,2021-06-02T00:00:00.000000Z
6056,1,2,regular,17178,2022-10-26T00:00:00.000000Z
6057,4,4,excelente,5241171,2022-01-01T00:00:00.000000Z
6058,4,5,excelente,17303,2022-09-24T00:00:00.000000Z
6059,1,1,deficiente,18527,2023-12-12T00:00:00.000000Z
6060,4,5,excelente,17813,2021-05-30T00:00:00.000000Z
6061,1,2,regular,17302,2023-10-18T00:00:00.000000Z
6062,1,1,deficiente,18295,2021-07-28T00:00:00.000000Z
6063,5,5,excelente,17661,2022-01-01T00:00:00.000000Z
6064,4,4,excelente,18067,2022-04-16T00:00:00.000000Z
6065,1,1,deficiente,17190,2021-11-02T00:00:00.000000Z
6066,3,3,muy bueno,17428,2022-10-27T00:00:00.000000Z
6067,3,4,muy bueno,16728,2022-03-23T00:00:00.000000Z
6068,5,5,excelente,452347,2021-07-29T00:00:00.000000Z
6069,5,5,excelente,17994,2021-07-14T00:00:00.000000Z
6070,4,4,excelente,17843,2023-02-15T00:00:00.000000Z
6071,2,3,aceptable,17533,2021-05-31T00:00:00.000000Z
6072,2,3,aceptable,17935,2023-07-13T00:00:00.000000Z
6073,3,3,muy bueno,17645,2023-03-21T00:00:00.000000Z
6074,2,3,aceptable,3569222,2022-07-13T00:00:00.000000Z
6075,5,4,excelente,18067,2022-04-30T00:00:00.000000Z
6076,2,3,aceptable,7403983,2021-02-21T00:00:00.000000Z
6077,3,2,aceptable,8799648,2022-01-26T00:00:00.000000Z
6078,5,5,excelente,9177985,2021-10-05T00:00:00.000000Z
6079,4,3,muy bueno,3569191,2021-08-10T00:00:00.000000Z
6080,2,2,aceptable,7943813,2022-08-19T00:00:00.000000Z
6081,3,2,aceptable,17853,2022-06-11T00:00:00.000000Z
6082,5,4,excelente,18221,2022-03-26T00:00:00.000000Z
6083,5,5,excelente,17517,2023-02-16T00:00:00.000000Z
6084,1,2,regular,3573466,2021-01-02T00:00:00.000000Z
6085,3,3,muy bueno,18563,2023-01-24T00:00:00.000000Z
6086,4,5,excelente,16728,2023-02-21T00:00:00.000000Z
6087,3,3,muy bueno,8785833,2022-03-14T00:00:00.000000Z
6088,1,1,deficiente,16903,2021-09-11T00:00:00.000000Z
6089,1,2,regular,8799552,2022-12-23T00:00:00.000000Z
6090,5,5,excelente,18531,2023-08-26T00:00:00.000000Z
6091,2,2,aceptable,17484,2022-12-25T00:00:00.000000Z
6092,3,4,muy bueno,18302,2022-11-16T00:00:00.000000Z
6093,5,4,excelente,6819617,2021-06-29T00:00:00.000000Z
6094,5,5,excelente,17656,2022-07-17T00:00:00.000000Z
6095,1,1,deficiente,16884,2022-09-06T00:00:00.000000Z
6096,1,1,deficiente,52165,2023-03-18T00:00:00.000000Z
6097,2,2,aceptable,18008,2021-09-17T00:00:00.000000Z
6098,1,2,regular,5240286,2021-12-31T00:00:00.000000Z
6099,1,2,regular,17640,2022-05-21T00:00:00.000000Z
6100,4,3,muy bueno,17682,2022-09-23T00:00:00.000000Z
6101,1,2,regular,17511,2021-04-04T00:00:00.000000Z
6102,4,4,excelente,18447,2021-10-13T00:00:00.000000Z
6103,5,5,excelente,18403,2021-07-23T00:00:00.000000Z
6104,3,4,muy bueno,17249,2023-04-23T00:00:00.000000Z
6105,5,4,excelente,17092,2021-05-25T00:00:00.000000Z
6106,4,5,excelente,18193,2022-08-09T00:00:00.000000Z
6107,4,3,muy bueno,18370,2021-06-10T00:00:00.000000Z
6108,3,4,muy bueno,7603212,2023-06-26T00:00:00.000000Z
6109,2,3,aceptable,17367,2021-11-08T00:00:00.000000Z
6110,3,2,aceptable,17783,2022-01-14T00:00:00.000000Z
6111,3,3,muy bueno,5213823,2021-05-07T00:00:00.000000Z
6112,2,2,aceptable,7107694,2021-02-07T00:00:00.000000Z
6113,1,2,regular,17141,2022-03-07T00:00:00.000000Z
6114,2,3,aceptable,461265,2023-01-13T00:00:00.000000Z
6115,4,5,excelente,16881,2023-11-15T00:00:00.000000Z
6116,3,3,muy bueno,18335,2023-12-08T00:00:00.000000Z
6117,3,4,muy bueno,17259,2023-10-28T00:00:00.000000Z
6118,1,1,deficiente,451348,2023-05-29T00:00:00.000000Z
6119,2,3,aceptable,7933003,2022-07-18T00:00:00.000000Z
6120,1,2,regular,17595,2023-07-07T00:00:00.000000Z
6121,2,2,aceptable,17037,2021-02-16T00:00:00.000000Z
6122,5,4,excelente,7280560,2021-01-18T00:00:00.000000Z
6123,2,3,aceptable,17778,2021-06-17T00:00:00.000000Z
6124,3,2,aceptable,18442,2022-02-08T00:00:00.000000Z
6125,4,4,excelente,18420,2022-04-16T00:00:00.000000Z
6126,5,5,excelente,17879,2022-02-15T00:00:00.000000Z
6127,3,3,muy bueno,18276,2021-12-19T00:00:00.000000Z
6128,3,2,aceptable,18122,2021-02-01T00:00:00.000000Z
6129,1,1,deficiente,3573053,2023-12-07T00:00:00.000000Z
6130,1,2,regular,5240282,2023-07-01T00:00:00.000000Z
6131,3,4,muy bueno,18003,2023-03-03T00:00:00.000000Z
6132,5,4,excelente,17049,2023-12-04T00:00:00.000000Z
6133,5,5,excelente,18171,2023-04-28T00:00:00.000000Z
6134,4,5,excelente,52105,2022-07-16T00:00:00.000000Z
6135,2,1,regular,17902,2022-07-11T00:00:00.000000Z
6136,2,1,regular,5246199,2021-12-04T00:00:00.000000Z
6137,2,2,aceptable,52047,2023-10-16T00:00:00.000000Z
6138,3,4,muy bueno,17359,2023-05-29T00:00:00.000000Z
6139,1,1,deficiente,4704499,2021-02-05T00:00:00.000000Z
6140,2,3,aceptable,16776,2022-09-10T00:00:00.000000Z
6141,2,3,aceptable,17655,2022-08-04T00:00:00.000000Z
6142,4,3,muy bueno,17368,2023-03-17T00:00:00.000000Z
6143,2,2,aceptable,7902175,2021-03-27T00:00:00.000000Z
6144,2,3,aceptable,16864,2023-07-28T00:00:00.000000Z
6145,5,4,excelente,18175,2021-03-19T00:00:00.000000Z
6146,5,5,excelente,18059,2023-01-27T00:00:00.000000Z
6147,4,4,excelente,7126499,2023-03-23T00:00:00.000000Z
6148,1,1,deficiente,17352,2021-09-30T00:00:00.000000Z
6149,2,1,regular,4730819,2022-06-28T00:00:00.000000Z
6150,4,4,excelente,16743,2021-08-28T00:00:00.000000Z
6151,1,1,deficiente,17179,2021-01-15T00:00:00.000000Z
6152,4,5,excelente,17382,2021-06-29T00:00:00.000000Z
6153,2,2,aceptable,18455,2023-05-29T00:00:00.000000Z
6154,3,2,aceptable,16783,2021-11-25T00:00:00.000000Z
6155,1,1,deficiente,17085,2022-12-28T00:00:00.000000Z
6156,3,2,aceptable,17718,2022-09-29T00:00:00.000000Z
6157,1,1,deficiente,17412,2021-05-15T00:00:00.000000Z
6158,5,4,excelente,16894,2023-12-25T00:00:00.000000Z
6159,4,4,excelente,52105,2021-07-21T00:00:00.000000Z
6160,2,2,aceptable,17378,2023-06-19T00:00:00.000000Z
6161,1,2,regular,17832,2021-06-10T00:00:00.000000Z
6162,5,5,excelente,17505,2021-05-12T00:00:00.000000Z
6163,5,5,excelente,7129053,2022-12-21T00:00:00.000000Z
6164,4,5,excelente,16799,2022-09-26T00:00:00.000000Z
6165,2,3,aceptable,18591,2023-04-02T00:00:00.000000Z
6166,3,4,muy bueno,17115,2021-09-16T00:00:00.000000Z
6167,3,2,aceptable,18047,2022-10-12T00:00:00.000000Z
6168,5,5,excelente,7356671,2022-04-20T00:00:00.000000Z
6169,4,3,muy bueno,17666,2023-10-09T00:00:00.000000Z
6170,4,5,excelente,18000,2021-03-10T00:00:00.000000Z
6171,4,5,excelente,9263613,2021-02-24T00:00:00.000000Z
6172,3,3,muy bueno,17856,2022-06-07T00:00:00.000000Z
6173,1,1,deficiente,17096,2021-12-03T00:00:00.000000Z
6174,3,4,muy bueno,17437,2022-01-20T00:00:00.000000Z
6175,3,3,muy bueno,17576,2022-12-06T00:00:00.000000Z
6176,2,1,regular,7927289,2022-06-03T00:00:00.000000Z
6177,4,3,muy bueno,17556,2023-08-31T00:00:00.000000Z
6178,4,3,muy bueno,17976,2023-03-12T00:00:00.000000Z
6179,4,4,excelente,18622,2022-01-04T00:00:00.000000Z
6180,4,4,excelente,52106,2023-09-23T00:00:00.000000Z
6181,4,5,excelente,16899,2021-03-19T00:00:00.000000Z
6182,4,5,excelente,17570,2021-02-12T00:00:00.000000Z
6183,4,5,excelente,7144040,2022-03-16T00:00:00.000000Z
6184,5,5,excelente,17690,2023-10-16T00:00:00.000000Z
6185,1,2,regular,17945,2022-08-27T00:00:00.000000Z
6186,5,5,excelente,16756,2021-02-26T00:00:00.000000Z
6187,5,5,excelente,8799942,2022-01-26T00:00:00.000000Z
6188,1,2,regular,16879,2021-12-12T00:00:00.000000Z
6189,3,3,muy bueno,18208,2022-02-07T00:00:00.000000Z
6190,3,2,aceptable,5241178,2023-07-22T00:00:00.000000Z
6191,1,1,deficiente,17363,2022-02-18T00:00:00.000000Z
6192,2,1,regular,9269361,2021-05-29T00:00:00.000000Z
6193,4,4,excelente,17075,2023-03-17T00:00:00.000000Z
6194,3,4,muy bueno,17919,2021-01-28T00:00:00.000000Z
6195,2,1,regular,5220866,2023-10-03T00:00:00.000000Z
6196,5,4,excelente,16833,2023-02-21T00:00:00.000000Z
6197,3,4,muy bueno,9424149,2021-11-20T00:00:00.000000Z
6198,2,1,regular,17565,2023-01-25T00:00:00.000000Z
6199,1,2,regular,18595,2021-01-09T00:00:00.000000Z
6200,2,1,regular,16876,2021-10-05T00:00:00.000000Z
6201,3,3,muy bueno,17330,2021-02-02T00:00:00.000000Z
6202,1,2,regular,7838836,2021-07-27T00:00:00.000000Z
6203,1,1,deficiente,17178,2021-11-22T00:00:00.000000Z
6204,5,4,excelente,17428,2022-10-25T00:00:00.000000Z
6205,5,4,excelente,18466,2021-07-25T00:00:00.000000Z
6206,3,2,aceptable,18279,2023-03-25T00:00:00.000000Z
6207,3,3,muy bueno,17338,2021-11-16T00:00:00.000000Z
6208,2,1,regular,5272342,2022-04-12T00:00:00.000000Z
6209,5,4,excelente,18590,2022-02-05T00:00:00.000000Z
6210,4,4,excelente,18591,2023-06-19T00:00:00.000000Z
6211,4,3,muy bueno,52057,2021-10-19T00:00:00.000000Z
6212,3,3,muy bueno,17069,2022-01-12T00:00:00.000000Z
6213,4,3,muy bueno,17846,2022-02-06T00:00:00.000000Z
6214,4,5,excelente,5272338,2021-07-18T00:00:00.000000Z
6215,5,5,excelente,18381,2023-12-05T00:00:00.000000Z
6216,3,3,muy bueno,5219924,2023-04-02T00:00:00.000000Z
6217,4,4,excelente,18637,2022-02-24T00:00:00.000000Z
6218,2,1,regular,7841427,2023-07-10T00:00:00.000000Z
6219,3,4,muy bueno,18602,2021-05-12T00:00:00.000000Z
6220,5,4,excelente,18616,2021-04-11T00:00:00.000000Z
6221,1,1,deficiente,17950,2021-12-20T00:00:00.000000Z
6222,3,3,muy bueno,16839,2023-08-13T00:00:00.000000Z
6223,4,4,excelente,17488,2023-09-27T00:00:00.000000Z
6224,2,3,aceptable,9424150,2021-07-05T00:00:00.000000Z
6225,2,3,aceptable,3991213,2023-08-11T00:00:00.000000Z
6226,1,2,regular,18033,2023-11-20T00:00:00.000000Z
6227,1,2,regular,18601,2023-05-24T00:00:00.000000Z
6228,4,3,muy bueno,18402,2021-01-08T00:00:00.000000Z
6229,2,2,aceptable,4792812,2021-10-19T00:00:00.000000Z
6230,5,5,excelente,5209024,2023-07-01T00:00:00.000000Z
6231,4,4,excelente,17321,2022-04-12T00:00:00.000000Z
6232,5,5,excelente,17603,2021-11-16T00:00:00.000000Z
6233,3,3,muy bueno,18504,2023-05-31T00:00:00.000000Z
6234,5,4,excelente,17635,2021-10-28T00:00:00.000000Z
6235,3,2,aceptable,18503,2022-08-27T00:00:00.000000Z
6236,4,4,excelente,5240280,2021-08-18T00:00:00.000000Z
6237,5,4,excelente,16707,2023-06-13T00:00:00.000000Z
6238,5,5,excelente,17632,2023-06-22T00:00:00.000000Z
6239,2,2,aceptable,17604,2023-03-02T00:00:00.000000Z
6240,5,5,excelente,17149,2022-03-06T00:00:00.000000Z
6241,4,3,muy bueno,16975,2022-04-18T00:00:00.000000Z
6242,3,2,aceptable,451351,2023-06-17T00:00:00.000000Z
6243,5,4,excelente,52215,2021-04-14T00:00:00.000000Z
6244,3,2,aceptable,5241185,2021-02-23T00:00:00.000000Z
6245,4,4,excelente,18216,2021-04-09T00:00:00.000000Z
6246,3,4,muy bueno,18137,2022-02-02T00:00:00.000000Z
6247,4,4,excelente,17606,2021-02-11T00:00:00.000000Z
6248,2,1,regular,18455,2022-05-27T00:00:00.000000Z
6249,4,4,excelente,8781302,2023-07-05T00:00:00.000000Z
6250,4,4,excelente,16769,2022-09-22T00:00:00.000000Z
6251,5,5,excelente,8776034,2023-09-11T00:00:00.000000Z
6252,2,3,aceptable,5653960,2021-07-24T00:00:00.000000Z
6253,1,1,deficiente,8799552,2022-04-19T00:00:00.000000Z
6254,2,2,aceptable,16735,2021-01-06T00:00:00.000000Z
6255,1,1,deficiente,16911,2022-01-11T00:00:00.000000Z
6256,5,5,excelente,17957,2022-03-19T00:00:00.000000Z
6257,2,1,regular,17595,2021-04-08T00:00:00.000000Z
6258,2,3,aceptable,17342,2023-02-18T00:00:00.000000Z
6259,1,1,deficiente,17716,2023-09-05T00:00:00.000000Z
6260,1,2,regular,17347,2023-12-07T00:00:00.000000Z
6261,5,5,excelente,18408,2023-07-06T00:00:00.000000Z
6262,4,4,excelente,18326,2021-12-05T00:00:00.000000Z
6263,1,1,deficiente,451584,2022-11-10T00:00:00.000000Z
6264,3,4,muy bueno,16679,2022-09-03T00:00:00.000000Z
6265,1,2,regular,17693,2021-03-05T00:00:00.000000Z
6266,2,3,aceptable,5196548,2021-03-30T00:00:00.000000Z
6267,5,5,excelente,16747,2022-08-04T00:00:00.000000Z
6268,2,3,aceptable,17708,2022-08-27T00:00:00.000000Z
6269,2,1,regular,52084,2021-05-26T00:00:00.000000Z
6270,5,4,excelente,17862,2023-01-08T00:00:00.000000Z
6271,3,3,muy bueno,16717,2021-04-01T00:00:00.000000Z
6272,4,3,muy bueno,7908163,2023-04-17T00:00:00.000000Z
6273,1,2,regular,8798266,2023-04-10T00:00:00.000000Z
6274,2,2,aceptable,17016,2022-10-19T00:00:00.000000Z
6275,2,2,aceptable,5175231,2023-01-28T00:00:00.000000Z
6276,2,3,aceptable,17141,2023-04-14T00:00:00.000000Z
6277,1,2,regular,17516,2021-04-27T00:00:00.000000Z
6278,3,3,muy bueno,16831,2021-07-23T00:00:00.000000Z
6279,5,5,excelente,17968,2022-10-15T00:00:00.000000Z
6280,2,2,aceptable,16695,2021-10-19T00:00:00.000000Z
6281,1,1,deficiente,52175,2022-12-15T00:00:00.000000Z
6282,4,3,muy bueno,17448,2022-10-25T00:00:00.000000Z
6283,3,2,aceptable,17147,2022-09-21T00:00:00.000000Z
6284,1,2,regular,18364,2022-05-22T00:00:00.000000Z
6285,4,3,muy bueno,17746,2023-03-18T00:00:00.000000Z
6286,1,1,deficiente,17136,2022-10-21T00:00:00.000000Z
6287,3,2,aceptable,17971,2023-02-06T00:00:00.000000Z
6288,5,4,excelente,17311,2022-10-29T00:00:00.000000Z
6289,2,2,aceptable,9503906,2021-01-19T00:00:00.000000Z
6290,2,3,aceptable,17546,2023-01-10T00:00:00.000000Z
6291,4,4,excelente,17398,2021-06-22T00:00:00.000000Z
6292,2,3,aceptable,17360,2022-09-26T00:00:00.000000Z
6293,4,5,excelente,16696,2023-04-20T00:00:00.000000Z
6294,5,4,excelente,17878,2022-02-16T00:00:00.000000Z
6295,1,1,deficiente,16768,2023-09-04T00:00:00.000000Z
6296,2,2,aceptable,17699,2022-03-18T00:00:00.000000Z
6297,1,2,regular,17581,2023-04-29T00:00:00.000000Z
6298,1,1,deficiente,16718,2022-08-23T00:00:00.000000Z
6299,4,3,muy bueno,17259,2023-09-28T00:00:00.000000Z
6300,2,1,regular,7841427,2021-04-18T00:00:00.000000Z
6301,5,5,excelente,17215,2021-07-27T00:00:00.000000Z
6302,3,3,muy bueno,7802438,2022-04-12T00:00:00.000000Z
6303,1,1,deficiente,17294,2023-09-16T00:00:00.000000Z
6304,2,1,regular,4993029,2023-02-27T00:00:00.000000Z
6305,5,5,excelente,17677,2021-12-02T00:00:00.000000Z
6306,4,3,muy bueno,17651,2022-04-12T00:00:00.000000Z
6307,2,2,aceptable,17866,2023-06-05T00:00:00.000000Z
6308,3,3,muy bueno,17217,2021-09-04T00:00:00.000000Z
6309,3,4,muy bueno,17155,2021-07-18T00:00:00.000000Z
6310,2,1,regular,18247,2023-06-02T00:00:00.000000Z
6311,4,4,excelente,17259,2021-01-07T00:00:00.000000Z
6312,2,3,aceptable,17584,2023-05-23T00:00:00.000000Z
6313,2,2,aceptable,52184,2021-01-28T00:00:00.000000Z
6314,1,1,deficiente,52144,2022-04-24T00:00:00.000000Z
6315,1,1,deficiente,17646,2022-07-06T00:00:00.000000Z
6316,3,4,muy bueno,17587,2022-11-17T00:00:00.000000Z
6317,4,3,muy bueno,17986,2023-05-06T00:00:00.000000Z
6318,4,5,excelente,16762,2022-07-08T00:00:00.000000Z
6319,4,5,excelente,18029,2022-11-18T00:00:00.000000Z
6320,5,5,excelente,17721,2023-06-14T00:00:00.000000Z
6321,1,2,regular,17120,2022-01-28T00:00:00.000000Z
6322,2,3,aceptable,17338,2021-10-03T00:00:00.000000Z
6323,4,4,excelente,17106,2022-07-02T00:00:00.000000Z
6324,3,4,muy bueno,17965,2023-08-16T00:00:00.000000Z
6325,5,5,excelente,17190,2021-03-03T00:00:00.000000Z
6326,3,4,muy bueno,18280,2022-09-18T00:00:00.000000Z
6327,2,3,aceptable,16833,2022-03-09T00:00:00.000000Z
6328,3,4,muy bueno,17436,2021-12-16T00:00:00.000000Z
6329,2,1,regular,18321,2023-04-20T00:00:00.000000Z
6330,4,4,excelente,17324,2021-04-24T00:00:00.000000Z
6331,3,2,aceptable,3960567,2023-08-16T00:00:00.000000Z
6332,4,3,muy bueno,16728,2021-11-21T00:00:00.000000Z
6333,4,5,excelente,17510,2023-09-16T00:00:00.000000Z
6334,3,3,muy bueno,17988,2023-11-22T00:00:00.000000Z
6335,2,2,aceptable,7142118,2021-03-22T00:00:00.000000Z
6336,2,3,aceptable,18335,2021-10-16T00:00:00.000000Z
6337,1,1,deficiente,18088,2021-03-17T00:00:00.000000Z
6338,5,4,excelente,17829,2023-12-28T00:00:00.000000Z
6339,2,3,aceptable,16861,2021-07-21T00:00:00.000000Z
6340,3,4,muy bueno,16735,2023-10-29T00:00:00.000000Z
6341,3,3,muy bueno,52152,2023-05-11T00:00:00.000000Z
6342,5,5,excelente,17643,2021-07-10T00:00:00.000000Z
6343,5,5,excelente,17512,2022-01-01T00:00:00.000000Z
6344,4,4,excelente,4749893,2021-04-22T00:00:00.000000Z
6345,2,2,aceptable,17947,2021-01-06T00:00:00.000000Z
6346,5,4,excelente,17312,2022-10-04T00:00:00.000000Z
6347,1,1,deficiente,17613,2023-03-29T00:00:00.000000Z
6348,4,3,muy bueno,17927,2023-05-03T00:00:00.000000Z
6349,4,4,excelente,17903,2023-10-31T00:00:00.000000Z
6350,1,1,deficiente,4989388,2023-04-27T00:00:00.000000Z
6351,3,2,aceptable,52206,2021-11-03T00:00:00.000000Z
6352,3,2,aceptable,16898,2023-11-03T00:00:00.000000Z
6353,5,5,excelente,18190,2021-08-08T00:00:00.000000Z
6354,4,4,excelente,17703,2021-04-13T00:00:00.000000Z
6355,3,4,muy bueno,18320,2022-01-28T00:00:00.000000Z
6356,3,4,muy bueno,8781302,2022-11-20T00:00:00.000000Z
6357,5,5,excelente,9397047,2023-07-28T00:00:00.000000Z
6358,4,5,excelente,17245,2021-06-11T00:00:00.000000Z
6359,2,2,aceptable,17113,2022-09-23T00:00:00.000000Z
6360,4,4,excelente,17031,2021-08-30T00:00:00.000000Z
6361,2,3,aceptable,18389,2023-11-08T00:00:00.000000Z
6362,2,2,aceptable,5653881,2021-04-26T00:00:00.000000Z
6363,2,2,aceptable,5195695,2021-04-04T00:00:00.000000Z
6364,4,4,excelente,17323,2023-01-08T00:00:00.000000Z
6365,2,1,regular,17039,2022-04-25T00:00:00.000000Z
6366,2,3,aceptable,17487,2022-10-27T00:00:00.000000Z
6367,5,4,excelente,8775149,2021-08-09T00:00:00.000000Z
6368,4,3,muy bueno,52144,2023-09-20T00:00:00.000000Z
6369,5,5,excelente,17487,2023-10-19T00:00:00.000000Z
6370,4,5,excelente,17208,2023-02-10T00:00:00.000000Z
6371,3,3,muy bueno,17291,2023-02-14T00:00:00.000000Z
6372,5,4,excelente,17569,2023-11-29T00:00:00.000000Z
6373,4,5,excelente,4986142,2021-03-03T00:00:00.000000Z
6374,3,4,muy bueno,9348753,2021-05-14T00:00:00.000000Z
6375,5,5,excelente,17267,2022-04-14T00:00:00.000000Z
6376,1,1,deficiente,16670,2021-02-28T00:00:00.000000Z
6377,2,1,regular,7127775,2021-05-28T00:00:00.000000Z
6378,2,3,aceptable,17322,2023-11-26T00:00:00.000000Z
6379,5,5,excelente,17886,2023-05-09T00:00:00.000000Z
6380,1,1,deficiente,18199,2022-09-27T00:00:00.000000Z
6381,3,4,muy bueno,4990656,2022-10-25T00:00:00.000000Z
6382,5,4,excelente,18434,2023-04-17T00:00:00.000000Z
6383,1,1,deficiente,17732,2021-10-15T00:00:00.000000Z
6384,4,5,excelente,18275,2022-01-31T00:00:00.000000Z
6385,4,4,excelente,16718,2021-01-23T00:00:00.000000Z
6386,1,1,deficiente,17689,2021-08-25T00:00:00.000000Z
6387,1,2,regular,18051,2021-07-21T00:00:00.000000Z
6388,4,3,muy bueno,8775149,2021-11-20T00:00:00.000000Z
